React1     React2    React3       Prod1      Prod2      Prod3      Prod4      Prod5       A          B          C          errA     errB     errC ty  Tmin   Tmax  fr   num n  n !comment 
O          C2H2+                  CH         HOC+                                          5.000e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  3369 1  1 
HNC        C2H2+                  CCH        HCNH+                                         2.600e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  3386 1  1 
C          C2H2                   H          l-C3H                                         7.800e-12  1.080e+00  0.000e+00 1.80e+00 2.00e+00 logn  4     10    300  3  3446 1  2 modified by Urso 2016/6/24 from loison et al. 2014
C5H3+      CN-                    H          CN         C5H2                               7.510e-08 -5.000e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  3704 1  1 
C5H3+      C6H-                   H          C5H2       C6H                                7.510e-08 -5.000e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  3710 1  1 
C7H3+      C7-                    H          C7         C7H2                               7.510e-08 -5.000e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  3751 1  1 
CF+        C9-                    C          F          C9                                 7.510e-08 -5.000e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  3815 1  1 
HC4S+      C8H-                   H          C4S        C8H                                7.510e-08 -5.000e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  4153 1  1 
C10H2+     C7-                    H          C7         C10H                               7.510e-08 -5.000e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  4250 1  1 
CH3        NH3                    NH2        CH4                                           9.550e-14  0.000e+00  4.890e+03 2.00e+00 0.00e+00 logn  4     10    800  3  4492 1  1 
Cl         H2                     H          HCl                                           2.520e-11  0.000e+00  2.214e+03 2.00e+00 0.00e+00 logn  4     10    355  3  4540 1  2 
Cl         H2                     H          HCl                                           2.860e-12  1.720e+00  1.544e+03 2.00e+00 0.00e+00 logn  4    355    800  3  4540 2  2 
C          C8N                    C3N        C6                                            4.000e-11  0.000e+00  0.000e+00 3.00e+00 0.00e+00 logn  4     10    300  3  4559 1  2 
C          HC3N                   H          C4N                                           1.000e-10  0.000e+00  0.000e+00 3.00e+00 0.00e+00 logn  4     10    300  3  4563 1  2 
H2         C8N+                   HNC        C7H+                                          3.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3  4601 1  2 
H          CH2+                   H2         CH+                                           1.200e-09  0.000e+00  2.700e+03 2.00e+00 0.00e+00 logn  4     10    800  3  4693 1  1 
NO         HOCO+                  CO2        HNO+                                          1.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    800  3  4719 1  1 
O          N2H+                   N2         OH+                                           1.400e-10  0.000e+00  3.400e+03 2.00e+00 0.00e+00 logn  4     10    800  3  4722 1  1 
O2H        H2CO                   HCO        HOOH                                          3.300e-12  0.000e+00  5.870e+03 2.00e+00 0.00e+00 logn  4     10    800  3  4863 1  1 
H2         c-C3H                  H          c-C3H2                                        1.140e-11  0.000e+00  9.500e+02 2.00e+00 0.00e+00 logn  4     10    800  3  4913 1  1 
C2H2       C7N                    CCH        HC7N                                          2.190e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    800  3  4982 1  1 
CN         H+                     H          CN+                                           2.100e-09  0.000e+00  6.150e+03 2.00e+00 0.00e+00 logn  5     10    800  3  6086 1  1 
H2S        HS+                    HS         H2S+                                          5.000e-10  0.000e+00  1.000e+03 2.00e+00 0.00e+00 logn  5     10    800  3  6089 1  1 
C2H5       C3H8                   C2H6       C3H7                                          1.650e-15  3.650e+00  4.600e+03 2.50e+00 1.00e+02 logn  4     10    400  3  7024 1  1 
l-C3H2     C2H6                   CH2CCH     C2H5                                          1.900e-10  0.000e+00  0.000e+00 1.00e+01 1.00e+02 logn  4     10    400  3  7034 1  1 
C3H8       C4H3                   CH2CHC2H   C3H7                                          4.980e-16  2.300e+00  5.280e+03 1.00e+01 1.00e+02 logn  4     10    400  3  7079 1  1 
