React1     React2    React3       Prod1      Prod2      Prod3      Prod4      Prod5       A          B          C          errA     errB     errC ty  Tmin   Tmax  fr   num n  n !comment 
Mg         CRP                    Mg+        e-                                            1.130e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   195 1  1 
S          CRP                    S+         e-                                            9.600e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   198 1  1 
C2         CRP                    C          C                                             2.370e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   200 1  2 
CH         CRP                    C          H                                             7.300e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   202 1  2 
CN         CRP                    C          N                                             1.060e+04  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   204 1  2 
CS         CRP                    C          S                                             5.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   206 1  1 
H2CN       CRP                    H          HCN                                           1.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   211 1  1 
HCNCC      CRP                    CN         CCH                                           3.450e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   213 1  1 
HCCNC      CRP                    CN         CCH                                           3.450e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   214 1  1 
HNCCC      CRP                    CN         CCH                                           3.450e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   215 1  1 
NH2CN      CRP                    CN         NH2                                           9.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   216 1  1 
NH2CHO     CRP                    HCO        NH2                                           3.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   217 1  1 
C4H2       Photon                 H          C4H                                           1.900e-09  0.000e+00  1.640e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   222 1  2 
C4H2       Photon                 C4H2+      e-                                            4.600e-10  0.000e+00  2.280e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   223 1  2 
C4H2       Photon                 CCH        CCH                                           1.900e-09  0.000e+00  1.640e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   224 1  2 
C5H        Photon                 CCH        C3                                            1.000e-11  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   225 1  1 
C5H        Photon                 C2         c-C3H                                         5.000e-12  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   226 1  1 
C5H        Photon                 C2         l-C3H                                         5.000e-12  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   227 1  1 
C5H        Photon                 H          C5                                            1.000e-11  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   228 1  1 
C5N        Photon                 CN         C4                                            5.000e-10  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   229 1  1 
CH3OH      Photon                 H2         H2CO                                          1.400e-09  0.000e+00  2.280e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   230 1  2 
CH3OH      Photon                 CH3OH+     e-                                            7.000e-10  0.000e+00  2.570e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   231 1  2 
CH3OH      Photon                 OH         CH3                                           1.200e-09  0.000e+00  2.280e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   232 1  2 
CH3OH      Photon                 H          H2COH+     e-                                 9.300e-12  0.000e+00  2.570e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   233 1  2 
HC4N       Photon                 C2         CH         CN                                 2.000e-11  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   256 1  1 
C2+        Photon                 C          C+                                            1.000e-11  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   269 1  1 
CH+        Photon                 C          H+                                            2.500e-10  0.000e+00  2.940e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   270 1  2 
H2+        Photon                 H          H+                                            5.700e-10  0.000e+00  2.370e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   271 1  2 
OH+        Photon                 O          H+                                            1.100e-11  0.000e+00  3.500e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   272 1  2 
C2H+       Photon                 H          C2+                                           1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   274 1  1 
CH2+       Photon                 H          CH+                                           1.400e-10  0.000e+00  2.210e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   275 1  2 
H3+        Photon                 H2         H+                                            2.000e-08  0.000e+00  1.800e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   276 1  1 
H3+        Photon                 H          H2+                                           7.900e-09  0.000e+00  2.300e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   277 1  1 
CH3+       Photon                 H2         CH+                                           1.000e-09  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   278 1  1 
CH3+       Photon                 H          CH2+                                          1.000e-09  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   279 1  1 
C          Photon                 C+         e-                                            3.100e-10  0.000e+00  3.330e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   286 1  2 
Fe         Photon                 Fe+        e-                                            2.800e-10  0.000e+00  2.200e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   288 1  2 
Mg         Photon                 Mg+        e-                                            7.900e-11  0.000e+00  2.080e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   289 1  2 
S          Photon                 S+         e-                                            6.000e-10  0.000e+00  3.080e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   291 1  2 
C2         Photon                 C          C                                             2.400e-10  0.000e+00  2.570e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   293 1  2 
C2         Photon                 C2+        e-                                            4.100e-10  0.000e+00  3.810e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   294 1  2 
CH         Photon                 C          H                                             9.200e-10  0.000e+00  1.720e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   296 1  2 
CH         Photon                 CH+        e-                                            7.600e-10  0.000e+00  3.280e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   297 1  2 
CN         Photon                 C          N                                             2.900e-10  0.000e+00  3.540e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   299 1  2 
CO         Photon                 C          O                                             2.600e-10  0.000e+00  3.530e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   300 1  2 
CS         Photon                 C          S                                             9.800e-10  0.000e+00  2.430e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   301 1  2 
H2         Photon                 H          H                                             3.400e-11  0.000e+00  2.500e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   302 1  1 
HS         Photon                 H          S                                             9.800e-10  0.000e+00  2.040e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   305 1  2 
N2         Photon                 N          N                                             2.300e-10  0.000e+00  3.880e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   306 1  2 
NH         Photon                 H          N                                             5.000e-10  0.000e+00  2.330e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   307 1  2 
NH         Photon                 NH+        e-                                            1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   308 1  1 
NO         Photon                 N          O                                             4.700e-10  0.000e+00  2.120e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   309 1  2 
NO         Photon                 NO+        e-                                            2.600e-10  0.000e+00  2.930e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   310 1  2 
NS         Photon                 N          S                                             1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   311 1  1 
